Product_name, Category, Subcategory, SearchTerm, Rating, Reviews, Product_Url
Amazon - Fire TV Stick 4K with all-new Alexa Voice Remote| Streaming Media Player - Black,Phones,Amazon,Amazon Kindle Fire,4.8,8080,https://www.bestbuy.com/site/amazon-fire-tv-stick-4k-with-all-new-alexa-voice-remote-streaming-media-player-black/6301667.p?skuId=6301667
Toshiba - 50" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.8,208,https://www.bestbuy.com/site/toshiba-50-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6318196.p?skuId=6318196
Amazon - Cover Case for Amazon Fire HD 8 (7th Generation| 2017 Release) - Charcoal Black,Phones,Amazon,Amazon Kindle Fire,4.7,831,https://www.bestbuy.com/site/amazon-cover-case-for-amazon-fire-hd-8-7th-generation-2017-release-charcoal-black/5887608.p?skuId=5887608
Toshiba - 65" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.9,7,https://www.bestbuy.com/site/toshiba-65-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6356275.p?skuId=6356275
SaharaCase - Custom Design Smart Folio Case for Amazon Kindle Fire HD 10 (2017/2019) - Blue Marble,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-custom-design-smart-folio-case-for-amazon-kindle-fire-hd-10-2017-2019-blue-marble/6359640.p?skuId=6359640
SaharaCase - Protection Case for Amazon Kindle Fire HD 10 (2017/2019) - Black,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-protection-case-for-amazon-kindle-fire-hd-10-2017-2019-black/6359608.p?skuId=6359608
Amazon - Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation| 2017 Release) - Blue,Phones,Amazon,Amazon Kindle Fire,4.7,115,https://www.bestbuy.com/site/amazon-kid-proof-case-for-amazon-fire-hd-8-tablet-7th-generation-2017-release-blue/6261541.p?skuId=6261541
SaharaCase - Case with Glass Screen Protector for Amazon Kindle Fire 7 (2017/2019) - Clear,Phones,Amazon,Amazon Kindle Fire,4.5,6,https://www.bestbuy.com/site/saharacase-case-with-glass-screen-protector-for-amazon-kindle-fire-7-2017-2019-clear/6221505.p?skuId=6221505
SaharaCase - Crystal Series Case for Amazon Kindle Fire HD 10 (2017/2019) - Clear,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-crystal-series-case-for-amazon-kindle-fire-hd-10-2017-2019-clear/6359625.p?skuId=6359625
Package - Amazon - Fire 7 Kids Edition 2019 release - 7" - Tablet - 16GB - Pink and Fire 7 Kids Edition 2019 release - 7" - Tablet - 16GB - Purple,Phones,Amazon,Amazon Kindle Fire,4.7,321,https://www.bestbuy.com/site/combo/tablets/1c1202d2-88e4-48f6-af62-18703eac386a
Amazon - Show Mode Charging Dock for Amazon Fire HD 8 Tablet (7th Generation| 2017 Release) - Black,Phones,Amazon,Amazon Kindle Fire,4.6,108,https://www.bestbuy.com/site/amazon-show-mode-charging-dock-for-amazon-fire-hd-8-tablet-7th-generation-2017-release-black/6261469.p?skuId=6261469
Amazon - Fire - 7" - Tablet - 8GB 7th Generation| 2017 Release - Black,Phones,Amazon,Amazon Kindle Fire,4.5,6152,https://www.bestbuy.com/site/amazon-fire-7-tablet-8gb-7th-generation-2017-release-black/5822948.p?skuId=5822948
SaharaCase - ZeroDamage Screen Protector for Amazon Kindle Fire HD 10 (2017/2019) - Clear,Phones,Amazon,Amazon Kindle Fire,4,28,https://www.bestbuy.com/site/saharacase-zerodamage-screen-protector-for-amazon-kindle-fire-hd-10-2017-2019-clear/6254187.p?skuId=6254187
Insignia(tm) - Glass Screen Protector for Amazon Fire 7,Phones,Amazon,Amazon Kindle Fire,4.8,11,https://www.bestbuy.com/site/insignia-glass-screen-protector-for-amazon-fire-7/6330650.p?skuId=6330650
SaharaCase - SaharaBasics Protection Case for Amazon Kindle Fire HD 8 (2017/2018 Release) - Black,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-saharabasics-protection-case-for-amazon-kindle-fire-hd-8-2017-2018-release-black/6359591.p?skuId=6359591
SaharaCase - Crystal Series Case for Amazon Kindle Fire HD 8 - Clear,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/saharacase-crystal-series-case-for-amazon-kindle-fire-hd-8-clear/6359588.p?skuId=6359588
KINDLE FIRE TABLET,Phones,Amazon,Amazon Kindle Fire,0,Not yet reviewed,https://www.bestbuy.com/site/kindle-fire-tablet/1566025.p?skuId=1566025
Amazon - Folio Case for Amazon Fire HD 10 (7th Generation) - Punch Red,Phones,Amazon,Amazon Kindle Fire,4.6,653,https://www.bestbuy.com/site/amazon-folio-case-for-amazon-fire-hd-10-7th-generation-punch-red/6091115.p?skuId=6091115
Amazon - Fire TV Recast 500GB OTA DVR - Black,Phones,Amazon,Amazon Kindle Fire,4.5,176,https://www.bestbuy.com/site/amazon-fire-tv-recast-500gb-ota-dvr-black/6301666.p?skuId=6301666
Toshiba - 49" Class - LED - 1080p - Smart - HDTV - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,1131,https://www.bestbuy.com/site/toshiba-49-class-led-1080p-smart-hdtv-fire-tv-edition/6211009.p?skuId=6211009
Insignia(tm) - 24" Class - LED - 720p - Smart - HDTV - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.5,1090,https://www.bestbuy.com/site/insignia-24-class-led-720p-smart-hdtv-fire-tv-edition/6247347.p?skuId=6247347
Insignia(tm) - 39" Class - LED - 1080p - Smart - HDTV - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,2462,https://www.bestbuy.com/site/insignia-39-class-led-1080p-smart-hdtv-fire-tv-edition/6247247.p?skuId=6247247
Amazon - Kid-Proof Case for Amazon Fire HD 10 Tablet (7th Generation| 2017 Release) - Blue,Phones,Amazon,Amazon Kindle Fire,4.7,56,https://www.bestbuy.com/site/amazon-kid-proof-case-for-amazon-fire-hd-10-tablet-7th-generation-2017-release-blue/6261507.p?skuId=6261507
Amazon - Fire TV Recast 1TB OTA DVR - Black,Phones,Amazon,Amazon Kindle Fire,4.3,108,https://www.bestbuy.com/site/amazon-fire-tv-recast-1tb-ota-dvr-black/6314555.p?skuId=6314555
Amazon - Kid-Proof Case for Amazon Fire HD 10 (7th and 9th Generations - 2017 and 2019 Releases) - Blue,Phones,Amazon,Amazon Kindle Fire,5,1,https://www.bestbuy.com/site/amazon-kid-proof-case-for-amazon-fire-hd-10-7th-and-9th-generations-2017-and-2019-releases-blue/6384754.p?skuId=6384754
Toshiba - 43" Class - LED - 1080p - Smart - HDTV - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,1135,https://www.bestbuy.com/site/toshiba-43-class-led-1080p-smart-hdtv-fire-tv-edition/6211006.p?skuId=6211006
Amazon - Fire TV Cube 16GB 2nd Gen Streaming Media Player - Black,Phones,Amazon,Amazon Kindle Fire,4.4,38,https://www.bestbuy.com/site/amazon-fire-tv-cube-16gb-2nd-gen-streaming-media-player-black/6375372.p?skuId=6375372
Toshiba - 43" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,167,https://www.bestbuy.com/site/toshiba-43-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6319108.p?skuId=6319108
Toshiba - 55" Class - LED - 2160p - Smart - 4K UHD TV with HDR - Fire TV Edition,Phones,Amazon,Amazon Kindle Fire,4.6,193,https://www.bestbuy.com/site/toshiba-55-class-led-2160p-smart-4k-uhd-tv-with-hdr-fire-tv-edition/6318315.p?skuId=6318315
Insignia(tm) - Replacement Remote for Insignia and Toshiba Fire TV Edition Televisions,Phones,Amazon,Amazon Kindle Fire,4.6,117,https://www.bestbuy.com/site/insignia-replacement-remote-for-insignia-and-toshiba-fire-tv-edition-televisions/6264931.p?skuId=6264931
